Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link
"The West is not interested in dealing with Ukraine, moreover, solving its problems.",The United States does not consider Ukraine important,"During the Cold War, America never sought Ukraine's independence. While we celebrated when the Baltic states and Ukraine seceded from Moscow, we never saw their independence as vital interests for which America should be prepared to go to war. A US war with Russia over Ukraine would be a disaster for all three countries. The US also cannot guarantee the independence of a country 5,000 miles away, which not only shares a long border with Mother Russia, but shares a common history, language, religion, ethnicity, and culture. The US will not go to war if it has the choice of either accepting Russia's demand that NATO stay out of Ukraine or Russia intervening.",8/12/2021,Germany,Uncutnews,https://uncutnews.ch/putin-an-biden-finnlandisieren-sie-die-ukraine-oder-wir-werden-es-tun/
Maidan in 2014 was a coup d'état,Maidan led to the separation of Donetsk and Luhansk and civil war in the region,Large swaths of the eastern Ukrainian regions of Donetsk and Lugansk were engulfed in civil war in the spring of 2014 after locals angered by the February 2014 Kyiv coup attempted to get rid of the central government.,9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Nazis and ultra-nationalists in Ukraine,Donbas separated because nationalists came to power in Kyiv,"Residents of eastern Ukraine began demanding independence from Kyiv in the spring of 2014, following the West-backed coup in February of that year that saw ultra-nationalists rise to power.",9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,"Residents of eastern Ukraine began demanding independence from Kiev in the spring of 2014, following the West-backed coup in February of that year that saw ultra-nationalists rise to power. ",9/12/2021,Italy,Farodiroma,https://www.farodiroma.it/putin-la-russofobia-spinge-al-genocidio-il-capo-del-cremlino-dice-la-sua-sulla-crisi-con-lucraina/
Russia needs to protect itself,NATO is making provocations and advancing to Russia's borders,"The US European Command and/or NATO conducted at least 9 military exercises in countries bordering Russia designed to respond to a Russian military operation. [...] Can you imagine the indignation that would spread in the United States if the Russian army or navy conducted a military exercise on our border with Cuba, Mexico or Canada? Yet we expect the Russians to ignore our provocations at their borders and then scream with mock indignation when Putin and his generals protest our display of military might on their frontier.",9/12/2021,Italy,Greenpass.news,https://greenpass.news/la-Russia-che-invade-lucraina-e-il-nuovo-brillante-oggetto-del-partito-della-guerra-permanente/
The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"Residents of eastern Ukraine began demanding independence from Kyiv in the spring of 2014, following the West-backed coup in February of that year that saw ultra-nationalists rise to power. Fearing that demands for autonomy could spread to other eastern regions, including Kharkov, Nikolaev and Odesa, Kyiv responded with military force, while in Donbas the autonomists took up arms to fight government forces, thus starting the civil war.",9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Large swaths of the eastern Ukrainian regions of Donetsk and Lugansk were engulfed in civil war in the spring of 2014 after locals angered by the February 2014 Kyiv coup attempted to get rid of the central government…The situation in Donbas resembles genocide, Russian President Vladimir Putin said.",9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Residents of eastern Ukraine began demanding independence from Kyiv in the spring of 2014, following the West-backed coup in February of that year that saw ultra-nationalists rise to power. Fearing that demands for autonomy could spread to other eastern regions, including Kharkov, Nikolaev and Odesa, Kyiv responded with military force, while in Donbas the autonomists took up arms to fight government forces, thus starting the civil war.",9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Fearing that demands for autonomy could spread to other eastern regions, including Kharkov, Nikolaev and Odessa, Kiev responded with military force, while in Donbass the autonomists took up arms to fight government forces, thus starting the civil war.",9/12/2021,Italy,Farodiroma,https://www.farodiroma.it/putin-la-russofobia-spinge-al-genocidio-il-capo-del-cremlino-dice-la-sua-sulla-crisi-con-lucraina/
Ukraine is conducting an aggressive policy,Kyiv intends to resolve the conflict in Donbas by force,"Tensions in Ukraine began to escalate in the spring of 2021 against the backdrop of fears from the Donbas separatists and Russia, the guarantor of the Minsk agreements, that Kyiv might try to resolve the conflict by force, and again this fall after that. Western officials and media speculated about Moscow's plans to partially or totally invade Ukraine.",9/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211209/putin-quello-che-accade-nel-donbass-assomiglia-a-un-genocidio-14125613.html
Maidan in 2014 was a coup d'état,Nazi coup d'état,"According to the White House, in the course of the video call, Biden made no concessions regarding the entry or not of Ukraine into NATO, which has grown increasingly in the shadow of the military alliance, following the sustained coup from the United States in 2014, which pushed a right-wing nationalist government into power in Kyiv.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/ucraina-senatore-esorta-biden-a-non-escludere-azione-nucleare-contro-la-Russia-14121057.html
Nazis and ultra-nationalists in Ukraine,Nazis/right-wing nationalist government took power after the coup d'état in Kyiv,"According to the White House, in the course of the video call, Biden made no concessions regarding the entry or not of Ukraine into NATO, which has grown increasingly in the shadow of the military alliance, following the sustained coup from the United States in 2014, which pushed a right-wing nationalist government into power in Kyiv.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/ucraina-senatore-esorta-biden-a-non-escludere-azione-nucleare-contro-la-Russia-14121057.html
The West controls Ukraine and uses it to its advantage,Ukrainian coup d'etat (Maidan) in 2014 was supported or organized by the West,"According to the White House, in the course of the video call, Biden made no concessions regarding the entry or not of Ukraine into NATO, which has grown increasingly in the shadow of the military alliance, following the sustained coup from the United States in 2014, which pushed a right-wing nationalist government into power in Kyiv.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/ucraina-senatore-esorta-biden-a-non-escludere-azione-nucleare-contro-la-Russia-14121057.html
The West controls Ukraine and uses it to its advantage,Ukraine has become an unofficial NATO military base,"Drones from Turkey arrive in Ukraine. The Germans are thinking about redeploying armored vehicles, and the United States has long begun to supply Kyiv with weapons and deadly ammunition. They also talk about creating an American military base on Ukrainian soil.",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/improbabile-una-guerra-russo-ucraina-anche-se-forse-qualcuno-la-vorrebbe-14134230.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Russia has repeatedly denounced the fact that the major Western powers, in particular France and Germany, have repeatedly rejected the conditions for a possible lasting peace agreement. One of these was that the conflict in the Donbas should be an exclusive internal affair between the warring parties, without the intrusion of foreign governments. Thing this that was firmly rejected by Berlin and Paris.",10/12/2021,Italy,Byoblu,https://www.byoblu.com/2021/12/10/putin-il-conflitto-nel-donbass-somiglia-a-un-genocidio/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"Russian diplomacy: actions of the Ukrainian warship in the Kerch Strait is a ""provocation"".",10/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211210/diplomazia-russa-una-provocazione-le-azioni-della-nave-militare-ucraina-nello-stretto-di-kerch-14135886.html
Ukraine is conducting an aggressive policy,Ukrainian army conduct ceasefire violations,The government of former Ukrainian President Petro Poroshenko failed to deliver on its commitments under the deal and the hot war was transformed into a frozen conflict punctuated by regular ceasefire violations.,10/12/2021,Italy,Byoblu,https://www.byoblu.com/2021/12/10/putin-il-conflitto-nel-donbass-somiglia-a-un-genocidio/?__cf_chl_f_tk=qkfbbB7MjkC60S4T.GQr1C1SF7rTUzLNx1rJD19va7k-1642462477-0-gaNycGzNCL0
Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"Before the G7 foreign ministers released their final statement, the Russian embassy in London denounced the UK's ""misleading"" use of the term ""Russian aggression"".",12/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211212/il-g7-condanna-la-pressione-militare-russa-in-ucraina-usa-e-italia-sostengono-sovranita-kiev-14163529.html
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war",the situation with the civil war in Ukraine is indeed becoming more explosive,12/12/2021,Italy,SNA.IT,https://it.sputniknews.com/20211212/il-g7-condanna-la-pressione-militare-russa-in-ucraina-usa-e-italia-sostengono-sovranita-kiev-14163529.html
